Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos
advancing,0,2.61,1.34,0,28,1.00,76,Adjective
advantage,0,2,1.12,0,28,1.00,1125,Noun
advantageous,0,2.07,1.12,0,28,1.00,20,Adjective
advantageously,0,1.24,0.44,3,28,0.89,0,Err:512
advantageousness,0,1.65,0.89,2,28,0.93,0,Err:512
advent,0,2.48,1.19,2,27,0.93,24,Noun
adventure,0,2.59,1.42,0,27,1.00,685,Noun
adventurer,0,3.73,1.28,1,27,0.96,37,Noun
adventuresome,0,1.79,1.15,0,29,1.00,3,Adjective
adventuress,0,2.54,1.35,2,26,0.92,11,Noun
adventurist,0,2.35,1.53,3,26,0.88,1,Noun
adventurous,0,1.95,0.95,1,23,0.96,62,Adjective
adventurously,0,1.7,0.95,1,31,0.97,0,Err:512
adventurousness,0,1.62,0.65,1,25,0.96,1,Noun
adverb,0,2.25,1.53,0,28,1.00,10,Noun
adversarial,0,1.62,0.75,1,27,0.96,12,Adjective
adversary,0,2.93,1.16,1,30,0.97,77,Noun
adverse,0,2.23,1.24,0,26,1.00,36,Adjective
adversely,0,1.62,1.02,0,26,1.00,11,Adverb
adverseness,0,1.96,1.24,3,28,0.89,0,Err:512
adversity,0,1.44,0.75,0,27,1.00,54,Noun
advert,0,3.08,1.68,3,28,0.89,13,Noun
advertently,0,1.7,0.95,2,29,0.93,1,Adverb
advertise,0,2.81,1.2,0,26,1.00,84,Verb
advertisement,0,3.77,1.45,0,26,1.00,61,Noun
advertiser,0,3.93,1.23,0,30,1.00,8,Noun
advertising,0,3.88,0.95,0,26,1.00,379,Noun
advertize,0,3.61,0.99,4,27,0.85,0,Err:512
advice,0,2.73,1.2,0,30,1.00,2447,Noun
advisability,0,1.46,0.64,1,29,0.97,0,Err:512
advisable,0,1.93,1.04,1,28,0.96,40,Adjective
advisably,0,1.54,0.71,1,27,0.96,0,Err:512
advise,0,2.03,1.1,0,30,1.00,622,Verb
advised,0,2.45,1.38,0,29,1.00,267,Verb
advisedly,0,1.58,0.72,3,27,0.89,5,Adverb
advisee,0,3.77,1.39,2,28,0.93,13,Noun
advisement,0,2.52,1.53,0,29,1.00,39,Noun
adviser,0,3.67,1.4,0,24,1.00,53,Noun
advisor,0,4.15,0.95,0,27,1.00,225,Noun
advisory,0,2.5,1.35,1,25,0.96,51,Adjective
advocacy,0,2,1.22,0,28,1.00,15,Noun
advocate,0,2.72,1.49,0,29,1.00,113,Noun
advocator,0,2.92,1.44,3,27,0.89,0,Err:512
aeration,0,2.77,1.28,0,30,1.00,1,Noun
aerator,0,3.92,1.38,2,28,0.93,0,Err:512
aerial,0,3.04,1.6,0,28,1.00,129,Noun
aerialist,0,3.84,1.34,2,27,0.93,1,Noun
aerially,0,3,1.57,3,29,0.90,0,Err:512
aerobatics,0,3.15,1.41,1,27,0.96,1,Noun
aerobic,0,3.14,1.46,1,30,0.97,9,Adjective
aerobically,0,2.38,1.2,3,29,0.90,2,Adverb
aerobics,0,3.72,1.17,0,25,1.00,79,Noun
aerodynamic,0,2.88,1.39,0,25,1.00,22,Adjective
aerodynamics,0,2.96,1.48,0,27,1.00,16,Noun
aerographer,0,4.17,1.3,4,27,0.85,0,Err:512
aeromechanics,0,2.96,1.46,3,29,0.90,0,Err:512
aeronautic,0,2.54,1.32,0,28,1.00,0,Err:512
aeronautical,0,2.96,1.51,3,29,0.90,12,Adjective
aeronautics,0,3.08,1.6,1,27,0.96,9,Noun
aerosol,0,4.23,1.07,0,30,1.00,14,Noun
aerosol can,1,4.93,0.27,0,27,1.00,0,Err:512
aerospace,0,3.19,1.41,0,26,1.00,55,Noun
aesthetic,0,2.33,1.44,2,29,0.93,34,Adjective
aesthetical,0,1.71,1.18,0,28,1.00,0,Err:512
aesthetically,0,1.48,0.69,0,29,1.00,12,Adverb
aesthetician,0,3.31,1.56,1,30,0.97,0,Err:512
aestheticism,0,1.79,1.14,1,25,0.96,0,Err:512
aesthetics,0,2.22,1.15,2,29,0.93,15,Noun
afar,0,2.52,1.19,0,27,1.00,59,Adverb
affability,0,1.54,0.78,4,28,0.86,4,Noun
affable,0,1.7,0.97,3,26,0.88,6,Adjective
affair,0,2.45,1.27,0,29,1.00,1502,Noun
affect,0,1.93,1.11,1,28,0.96,568,Verb
affectation,0,1.96,1.27,4,29,0.86,7,Noun
affected,0,1.93,1.04,0,27,1.00,345,Verb
affectedly,0,1.92,1.12,0,25,1.00,1,Adverb
affectedness,0,2,0.8,1,24,0.96,0,Err:512
affecting,0,1.75,0.84,0,28,1.00,130,Verb
affection,0,2.22,1.53,0,27,1.00,431,Noun
affectionate,0,2.28,1.36,0,29,1.00,115,Adjective
affectionately,0,1.92,1.06,0,26,1.00,31,Adverb
affective,0,1.52,0.8,3,30,0.90,4,Adjective
affectively,0,1.73,1.25,1,27,0.96,0,Err:512
affectivity,0,1.86,1.04,2,30,0.93,0,Err:512
affidavit,0,4,1.49,0,30,1.00,100,Noun
affiliate,0,2.5,1.4,1,29,0.97,15,Noun
affiliation,0,1.93,1.05,0,30,1.00,25,Noun
affirm,0,1.96,1.2,0,28,1.00,17,Verb
affirmable,0,2,1.22,2,23,0.91,0,Err:512
affirmation,0,2.12,0.95,1,27,0.96,27,Noun
affirmative,0,1.93,0.92,0,27,1.00,241,Noun
affirmative action,1,2.26,1.46,0,27,1.00,0,Err:512
affirmatively,0,2.17,1.07,0,29,1.00,3,Adverb
affirmer,0,2.76,1.45,4,29,0.86,0,Err:512
affix,0,2.44,1.29,0,25,1.00,6,Verb
affixation,0,2.29,1.33,4,28,0.86,0,Err:512
afflict,0,2.14,1.13,0,29,1.00,4,Verb
afflicted,0,2.43,1.17,0,28,1.00,65,Adjective
afflicting,0,2.41,1.45,0,29,1.00,6,Verb
affliction,0,2.27,1.17,0,30,1.00,60,Noun
affluence,0,2.15,1.22,2,28,0.93,7,Noun
affluent,0,1.83,1.1,1,30,0.97,15,Adjective
affluently,0,1.69,0.79,0,26,1.00,0,Err:512
afford,0,1.83,1.09,0,30,1.00,2266,Verb
affordability,0,1.93,1.03,0,29,1.00,1,Noun
affordable,0,2.1,1.14,0,29,1.00,33,Adjective
affront,0,1.83,1.1,0,29,1.00,30,Noun
affronted,0,2.04,0.95,4,28,0.86,2,Verb
afghan,0,4.5,0.92,0,28,1.00,29,Adjective
aficionado,0,2.55,1.18,3,25,0.88,11,Noun
aflame,0,3.77,1.34,2,28,0.93,17,Adjective
afloat,0,3.34,1.42,1,30,0.97,85,Adjective
aflutter,0,2.54,1.17,1,29,0.97,4,Verb
afoot,0,2.48,1.28,1,28,0.96,52,Adverb
afore,0,1.82,0.85,4,26,0.85,19,Conjunction
aforementioned,0,1.93,1.07,0,27,1.00,24,Adjective
afraid,0,2.7,1.39,0,30,1.00,12631,Adjective
afro,0,4.52,0.95,1,30,0.97,57,Noun
after,0,2.12,1.2,0,25,1.00,34812,Preposition
afterbirth,0,4.57,0.92,0,28,1.00,5,Noun
afterburner,0,3.65,1.52,0,26,1.00,2,Noun
aftercare,0,3.15,1.35,3,30,0.90,5,Noun
aftereffect,0,2.5,1.26,2,30,0.93,3,Noun
afterglow,0,3.1,1.18,0,29,1.00,16,Noun
afterhours,0,3.15,1.61,1,28,0.96,0,Err:512
afterlife,0,1.9,1.32,0,30,1.00,81,Noun
aftermarket,0,3.58,1.45,2,28,0.93,2,Noun
aftermath,0,1.97,1.12,0,29,1.00,53,Noun
aftermost,0,1.75,0.97,1,29,0.97,0,Err:512
afternoon,0,3.7,1.49,0,27,1.00,4666,Noun
afternoons,0,2.86,1.41,0,28,1.00,101,Noun
afterparty,0,3.81,1.36,2,29,0.93,0,Err:512
aftersale,0,2.71,1.46,4,28,0.86,0,Err:512
afterschool,0,3.19,1.39,0,27,1.00,5,Noun
aftershave,0,4.56,0.89,0,27,1.00,55,Noun
aftershock,0,3.68,0.98,0,31,1.00,12,Noun
aftertaste,0,2.59,1.5,0,27,1.00,11,Noun
afterthought,0,2.04,1.25,0,26,1.00,13,Noun
aftertime,0,2.19,1.18,2,29,0.93,0,Err:512
aftertimes,0,2.2,1.55,4,29,0.86,0,Err:512
afterward,0,2.25,1.4,1,29,0.97,112,Adverb
afterwards,0,2.14,1.21,0,28,1.00,714,Adverb
afterword,0,3.04,1.52,3,27,0.89,0,Err:512
afterworld,0,1.41,0.89,1,28,0.96,1,Noun
again,0,2,1.25,0,28,1.00,40428,Adverb
against,0,1.8,0.92,0,30,1.00,10288,Preposition
age,0,2.86,1.53,0,29,1.00,4039,Noun
aged,0,3.14,1.36,0,29,1.00,183,Verb
agedness,0,3.29,1.21,1,29,0.97,0,Err:512
ageism,0,1.88,1.21,3,29,0.90,12,Noun
ageless,0,2.03,1.12,0,29,1.00,15,Adjective
agelessness,0,1.48,0.82,2,27,0.93,0,Err:512
agency,0,3.87,1.23,0,31,1.00,991,Noun
agenda,0,2.66,1.32,0,29,1.00,373,Noun
agenda item,1,3.48,1.56,0,25,1.00,0,Err:512
agent,0,3.61,1.34,0,28,1.00,5235,Noun
aggravate,0,2.26,1.29,0,27,1.00,37,Verb
aggravated,0,2.61,1.29,0,28,1.00,64,Adjective
aggravating,0,1.86,1.04,0,28,1.00,24,Verb
aggravatingly,0,1.96,1.06,2,29,0.93,0,Err:512
aggravation,0,1.53,0.78,0,30,1.00,59,Noun
aggravator,0,2.72,1.51,0,29,1.00,0,Err:512
aggregate,0,2.14,1.35,0,28,1.00,10,Noun
aggregately,0,1.69,1.01,3,29,0.90,0,Err:512
aggregation,0,2.16,1.18,4,29,0.86,2,Noun
aggregative,0,2.07,1.39,0,28,1.00,0,Err:512
aggregator,0,2.3,1.18,4,27,0.85,0,Err:512
aggression,0,2.68,1.25,0,28,1.00,143,Noun
aggressive,0,2.54,1.39,0,26,1.00,405,Adjective
aggressively,0,2.25,1.14,0,28,1.00,35,Adverb
aggressiveness,0,2.59,1.19,0,27,1.00,20,Noun
aggressor,0,3.29,1.27,0,28,1.00,29,Noun
aggrieve,0,1.71,1,4,28,0.86,0,Err:512
aggrieved,0,2.12,1.33,4,28,0.86,10,Adjective
aggrievedly,0,1.65,0.83,4,27,0.85,0,Err:512
aghast,0,1.96,1.26,0,28,1.00,7,Adjective
agile,0,2.31,1.04,0,29,1.00,20,Adjective
agility,0,2.38,1.4,0,29,1.00,23,Noun
aging,0,2.88,1.39,0,25,1.00,131,Adjective
agitate,0,2.93,1.3,0,27,1.00,22,Verb
agitated,0,2.57,1.37,1,29,0.97,128,Adjective
agitatedly,0,1.89,1.03,2,30,0.93,0,Err:512
agitation,0,2.33,1.39,0,27,1.00,25,Noun
agitator,0,3.28,1.56,0,29,1.00,11,Noun
aglow,0,2.29,1.54,2,30,0.93,24,Adjective
agnostic,0,2,1.47,0,24,1.00,19,Noun
agnostically,0,1.2,0.5,2,27,0.93,0,Err:512
agnosticism,0,1.71,1.18,1,29,0.97,0,Err:512
ago,0,1.42,0.88,2,26,0.92,14592,Adverb
agonistic,0,1.78,0.93,3,30,0.90,0,Err:512
agonize,0,1.97,1.07,1,31,0.97,5,Verb
agonizing,0,2,1.17,0,30,1.00,36,Adjective
agonizingly,0,1.8,1,1,31,0.97,0,Err:512
agony,0,2.38,1.47,0,29,1.00,191,Noun
agoraphobia,0,1.92,1.26,3,28,0.89,7,Noun
agoraphobic,0,2.5,1.37,4,26,0.85,9,Adjective
agree,0,2.31,1.26,0,26,1.00,3298,Verb
agreeability,0,1.75,1,1,29,0.97,0,Err:512
agreeable,0,2.07,1.27,0,28,1.00,81,Adjective
agreeableness,0,2.26,1.29,3,30,0.90,0,Err:512
agreeably,0,2.03,1.05,0,29,1.00,3,Adverb
agreed,0,1.93,1.14,0,30,1.00,1832,Verb
agreeing,0,2.48,1.38,0,29,1.00,106,Verb
agreement,0,2.22,1.15,0,27,1.00,892,Noun
agricultural,0,3.29,1.24,0,28,1.00,48,Adjective
agriculturalist,0,4.07,1.15,1,29,0.97,2,Noun
agriculturally,0,2.4,1.35,2,27,0.93,0,Err:512
agriculture,0,3.67,1.44,0,27,1.00,56,Noun
agriculturist,0,3.04,1.21,2,27,0.93,0,Err:512
aground,0,3.22,1.28,1,28,0.96,25,Adverb
ahead,0,3,1.33,0,27,1.00,10115,Adverb
ahem,0,2.58,1.45,3,29,0.90,391,Interjection
ahoy,0,2,1.21,1,28,0.96,189,Noun
aid,0,3.1,1.47,0,29,1.00,709,Noun
aide,0,3.59,1.21,0,29,1.00,103,Noun
aides,0,3.75,1.32,2,30,0.93,32,Noun
aidless,0,2.04,1.22,3,29,0.90,0,Err:512
aids,0,3.44,1.34,0,27,1.00,54,Noun
ailing,0,2.81,1.27,0,27,1.00,26,Adjective
ailment,0,2.93,1.39,0,28,1.00,26,Noun
aim,0,3.27,1.23,0,30,1.00,758,Verb
aiming,0,3,1.36,0,27,1.00,193,Verb
aimless,0,1.57,0.84,0,28,1.00,14,Adjective
aimlessly,0,1.86,0.79,0,29,1.00,21,Adverb
aimlessness,0,1.62,0.86,1,30,0.97,0,Err:512
air,0,4.11,1.22,0,27,1.00,7090,Noun
air attack,1,3.93,1.25,2,30,0.93,0,Err:512
air bag,1,4.96,0.19,0,28,1.00,0,Err:512
air base,1,4.83,0.38,0,29,1.00,0,Err:512
air conditioner,1,4.93,0.27,0,27,1.00,0,Err:512
air conditioning,1,4.21,1.26,0,29,1.00,0,Err:512
air crew,1,4.21,1.15,0,29,1.00,0,Err:512
air filter,1,4.8,0.61,0,30,1.00,0,Err:512
air flow,1,3.74,1.29,0,27,1.00,0,Err:512
air force,1,4.35,0.65,1,24,0.96,0,Err:512
air freshener,1,4.61,0.74,0,28,1.00,0,Err:512
air hostess,1,4.62,0.97,3,27,0.89,0,Err:512
air mattress,1,4.71,0.86,0,31,1.00,0,Err:512
air pollution,1,3.26,1.13,0,27,1.00,0,Err:512
air pressure,1,3.52,1.48,0,25,1.00,0,Err:512
air pump,1,4.81,0.79,1,28,0.96,0,Err:512
air rifle,1,4.72,0.7,0,29,1.00,0,Err:512
air shaft,1,4.64,0.79,2,24,0.92,0,Err:512
air space,1,3.56,1.5,0,27,1.00,0,Err:512
air strike,1,3.76,1.46,0,29,1.00,0,Err:512
air transport,1,4.08,1.29,0,25,1.00,0,Err:512
air travel,1,3.92,1.41,1,26,0.96,0,Err:512
airbag,0,4.81,0.63,1,27,0.96,20,Noun
airbase,0,4.29,1.21,1,29,0.97,5,Noun
airbed,0,4.56,0.96,1,26,0.96,0,Err:512
airboat,0,4.82,0.77,2,30,0.93,4,Noun
airborne,0,3.45,1.57,0,29,1.00,215,Adjective
airbrush,0,4.45,0.91,0,29,1.00,9,Noun
aircraft,0,4.4,1.12,1,26,0.96,482,Noun
aircraft carrier,1,4.93,0.26,0,28,1.00,0,Err:512
aircraftman,0,3.96,1.43,2,27,0.93,0,Err:512
aircraftsman,0,4,1.2,2,28,0.93,1,Noun
aircrew,0,4.04,1.32,0,28,1.00,3,Verb
airfare,0,3.93,1.25,0,28,1.00,12,Noun
airfield,0,4.7,0.56,2,25,0.92,118,Noun
airflow,0,3.59,1.24,0,29,1.00,7,Noun
airforce,0,3.81,1.3,1,28,0.96,0,Noun
airfreight,0,4.04,1.04,1,29,0.97,0,Err:512
airhead,0,2.48,1.4,2,29,0.93,27,Noun
airiness,0,2.24,1.05,0,25,1.00,1,Noun
airing,0,2.61,1.34,0,28,1.00,32,Verb
airless,0,3,1.41,0,28,1.00,5,Adjective
airlift,0,3.62,1.52,0,29,1.00,14,Noun
airline,0,4,1.39,0,30,1.00,331,Noun
airliner,0,4.45,1.27,0,29,1.00,29,Noun
airmail,0,3.66,1.47,0,29,1.00,17,Noun
airman,0,4.25,1.08,2,30,0.93,30,Name
airmanship,0,2.5,1.22,3,27,0.89,0,Err:512
airpark,0,3.88,1.4,2,28,0.93,0,Err:512
airplane,0,4.96,0.19,0,28,1.00,557,Noun
airplay,0,3.19,1.2,3,29,0.90,11,Noun
airport,0,4.87,0.43,0,30,1.00,1940,Noun
airport terminal,1,4.96,0.19,0,27,1.00,0,Err:512
airpower,0,3.23,1.31,2,28,0.93,0,Err:512
airproof,0,2.57,1.63,0,30,1.00,0,Err:512
airshaft,0,4.43,1,1,29,0.97,0,Err:512
airship,0,4.92,0.27,1,27,0.96,30,Noun
airshow,0,4.44,1.01,0,27,1.00,0,Err:512
airsick,0,3.5,1.29,1,29,0.97,16,Adjective
airsickness,0,3.27,1.31,0,26,1.00,2,Noun
airspace,0,3.58,1.33,0,26,1.00,82,Noun
airspeed,0,3.04,1.28,0,26,1.00,24,Noun
airstream,0,3.93,0.98,1,29,0.97,8,Noun
airstrike,0,3.59,1.45,0,29,1.00,7,Noun
airstrip,0,4.68,0.56,2,27,0.93,57,Noun
airtight,0,3.42,1.53,1,25,0.96,57,Adjective
airtime,0,2.5,1.2,1,29,0.97,13,Noun
airwave,0,3.11,1.48,0,27,1.00,1,Noun
airway,0,4.34,0.97,0,29,1.00,83,Noun
airworthiness,0,2.07,1.36,2,29,0.93,0,Err:512
airy,0,2.04,1.2,1,29,0.97,16,Adjective
aisle,0,4.35,1.06,0,26,1.00,379,Noun
ajar,0,3.27,1.26,0,30,1.00,23,Adjective
akin,0,1.71,0.95,2,26,0.92,14,Adjective
alabaster,0,3.81,1.41,2,28,0.93,34,Noun
alarm,0,4.47,0.78,0,30,1.00,1522,Noun
alarm clock,1,4.85,0.61,0,26,1.00,0,Err:512
alarmclock,0,4.97,0.18,0,30,1.00,0,Err:512
alarmed,0,3.14,1.19,0,29,1.00,151,Verb
alarming,0,2.07,0.98,0,28,1.00,58,Adjective
alarmingly,0,2.14,1.11,0,28,1.00,8,Adverb
alarmist,0,2.62,1.47,3,24,0.88,17,Noun
alas,0,1.56,1.15,2,29,0.93,195,Interjection
albacore,0,3.71,1.63,4,28,0.86,8,Noun
albatross,0,4.81,0.79,1,28,0.96,40,Noun
albeit,0,1.46,0.9,2,28,0.93,38,Conjunction
albino,0,4.41,1.02,0,29,1.00,59,Noun
album,0,4.69,0.68,1,27,0.96,522,Noun
alchemic,0,2.73,1.28,3,29,0.90,0,Err:512
alchemically,0,2.08,1.23,3,29,0.90,1,Adverb
alchemist,0,4.23,1.07,3,29,0.90,14,Noun
alchemy,0,2.1,1.32,1,30,0.97,11,Noun
alcohol,0,4.76,0.51,0,29,1.00,845,Noun
alcoholic,0,3.37,1.5,0,30,1.00,316,Noun
alcoholically,0,2.4,1.41,4,29,0.86,0,Err:512
alcoholism,0,2.93,1.25,0,29,1.00,43,Noun
alcove,0,4.08,1.21,2,26,0.92,24,Noun
alderwoman,0,3.92,1.35,4,30,0.87,0,Err:512
ale,0,4.65,0.63,1,27,0.96,202,Noun
alehouse,0,4.4,1.08,2,27,0.93,1,Noun
alert,0,2.59,1.55,0,27,1.00,1051,Adjective
alertly,0,2.07,1.28,0,29,1.00,2,Adverb
alertness,0,2.15,1.23,0,27,1.00,4,Noun
alfalfa,0,4.69,0.74,2,28,0.93,33,Noun
algae,0,4.93,0.27,0,27,1.00,22,Noun
algebra,0,3.14,1.35,0,28,1.00,90,Noun
algebraic,0,2.62,1.5,0,29,1.00,3,Adjective
algebraically,0,2.29,1.33,0,28,1.00,0,Err:512
algorithm,0,3.07,1.63,0,28,1.00,27,Noun
alias,0,2.86,1.79,0,29,1.00,208,Noun
alibi,0,2.57,1.43,0,28,1.00,426,Noun
alien,0,3.52,1.45,0,27,1.00,889,Adjective
alienability,0,1.84,0.83,3,22,0.86,0,Err:512
alienable,0,1.82,1.02,0,28,1.00,0,Err:512
alienate,0,1.83,1.2,0,29,1.00,29,Verb
alienation,0,1.73,0.92,0,26,1.00,22,Noun
alienator,0,2.08,1.2,3,29,0.90,0,Err:512
aliens,0,3.86,1.3,0,28,1.00,491,Noun
alight,0,2.96,1.49,3,28,0.89,21,Verb
align,0,2.79,1.4,0,28,1.00,34,Verb
alignment,0,3.26,1.37,0,31,1.00,67,Noun
alike,0,2.38,1.35,0,29,1.00,579,Adverb
alikeness,0,2.23,1.31,1,27,0.96,0,Err:512
alimony,0,3.08,1.5,0,25,1.00,132,Noun
alive,0,3.14,1.58,0,28,1.00,7878,Adjective
aliveness,0,2.36,1.19,4,29,0.86,0,Err:512
alkaline,0,3.48,1.55,0,29,1.00,16,Adjective
alkalinity,0,2.84,1.57,2,27,0.93,0,Err:512
alkalinize,0,2.4,1.44,4,29,0.86,1,Verb
alkalization,0,2.36,1.47,3,28,0.89,0,Err:512
alkalize,0,2.85,1.32,2,28,0.93,1,Verb
alkaloid,0,3.38,1.42,3,29,0.90,8,Noun
all,0,2.27,1.6,0,30,1.00,263255,Determiner
all along,1,1.88,1.24,2,27,0.93,0,Err:512
all in,1,2.33,1.39,1,28,0.96,0,Err:512
all inclusive,1,2.12,1.24,2,27,0.93,0,Err:512
allegation,0,1.79,1.03,0,28,1.00,27,Noun
allege,0,1.76,0.88,2,27,0.93,11,Verb
allegeable,0,1.92,0.95,4,29,0.86,0,Err:512
alleged,0,1.82,1.16,0,28,1.00,203,Adjective
allegedly,0,1.64,0.99,0,25,1.00,113,Adverb
allegiance,0,1.77,1.01,0,30,1.00,159,Noun
allegoric,0,1.72,1.14,3,28,0.89,0,Err:512
allegorical,0,1.52,0.7,3,30,0.90,8,Adjective
allegorically,0,1.37,0.88,0,27,1.00,0,Err:512
allegorist,0,2.3,1.51,3,30,0.90,0,Err:512
allegory,0,2.07,1.41,2,29,0.93,12,Noun
allergen,0,3.93,1.13,0,29,1.00,3,Noun
allergenic,0,2.43,1.19,2,32,0.94,0,Err:512
allergic,0,2.55,1.38,0,29,1.00,413,Adjective
allergist,0,4,1.17,3,29,0.90,2,Noun
allergy,0,3.68,1.12,0,28,1.00,86,Noun
alleviate,0,2.48,1.4,0,29,1.00,23,Verb
alleviation,0,2.15,1.16,3,29,0.90,0,Err:512
alleviative,0,2.04,1.14,1,29,0.97,0,Err:512
alleviator,0,2.69,1.32,2,28,0.93,0,Err:512
alley,0,4.82,0.48,0,28,1.00,831,Noun
alleyway,0,4.3,1.15,0,23,1.00,40,Noun
alliance,0,2.5,1.33,0,30,1.00,465,Noun
allied,0,2.38,1.12,0,29,1.00,147,Adjective
allies,0,3.48,1.25,0,27,1.00,260,Noun
alligator,0,4.96,0.19,0,28,1.00,178,Noun
alliterate,0,2.44,1.16,3,28,0.89,0,Err:512
alliteration,0,2.25,1.45,3,27,0.89,9,Noun
allocable,0,1.79,0.88,4,28,0.86,0,Err:512
allocate,0,2.38,1.31,1,25,0.96,8,Verb
allocation,0,2.32,1.39,0,28,1.00,10,Noun
allocator,0,2.78,1.31,1,28,0.96,0,Err:512
allotment,0,2.88,1.45,0,26,1.00,19,Noun
allow,0,2.41,1.21,0,29,1.00,2263,Verb
allow for,1,2.25,1.24,1,29,0.97,0,Err:512
allowable,0,2.17,1.26,0,30,1.00,5,Adjective
allowableness,0,1.75,1.11,3,27,0.89,0,Err:512
allowably,0,1.92,0.78,2,26,0.92,0,Err:512
allowance,0,3.07,1.52,0,27,1.00,265,Noun
alloy,0,4.29,0.98,1,29,0.97,52,Noun
allspice,0,4.54,0.71,2,28,0.93,3,Verb
allude,0,1.81,1.14,0,27,1.00,10,Verb
allure,0,1.92,1.29,1,26,0.96,30,Noun
allurer,0,2.23,1.27,3,29,0.90,0,Err:512
alluring,0,2.07,1.19,0,29,1.00,21,Adjective
alluringly,0,1.86,0.99,1,30,0.97,0,Err:512
allusion,0,1.58,1.17,2,28,0.93,6,Noun
allusively,0,1.7,0.95,2,29,0.93,0,Err:512
allusiveness,0,1.85,1.17,0,27,1.00,0,Err:512
ally,0,2.61,1.37,2,30,0.93,1666,Noun
almanac,0,4.44,1.31,0,27,1.00,43,Noun
almightily,0,1.82,1.12,1,29,0.97,0,Err:512
almightiness,0,1.34,0.83,0,32,1.00,2,Noun
almighty,0,1.9,1.04,0,31,1.00,446,Adjective
almond,0,4.71,0.9,1,29,0.97,56,Noun
almost,0,1.66,1.11,0,29,1.00,9857,Adverb
aloe,0,4.83,0.76,1,30,0.97,15,Noun
aloe vera,1,4.92,0.28,0,25,1.00,0,Err:512
aloft,0,2.64,1.37,0,28,1.00,37,Adverb
aloha,0,2.59,1.64,0,29,1.00,149,Noun
alone,0,2.86,1.6,0,28,1.00,15735,Adjective
aloneness,0,1.75,1.03,2,26,0.92,1,Noun
along,0,2.14,1.11,1,29,0.97,9330,Adverb
alongside,0,2.82,1.39,0,28,1.00,192,Preposition
aloof,0,1.46,0.64,0,28,1.00,33,Adjective
aloofly,0,1.82,0.8,2,24,0.92,0,Err:512
aloofness,0,2.17,1.2,3,27,0.89,0,Err:512
aloud,0,3.1,1.24,0,30,1.00,94,Adverb
alpaca,0,4.81,0.57,4,30,0.87,10,Noun
alpha,0,1.81,1.06,1,27,0.96,414,Noun
alphabet,0,4.31,1.31,0,29,1.00,127,Noun
alphabetic,0,3.04,1.51,0,27,1.00,0,Err:512
alphabetical,0,3.07,1.54,0,28,1.00,44,Adjective
alphabetically,0,3.74,1.43,0,27,1.00,30,Adverb
alphabetization,0,2.31,1.28,0,29,1.00,0,Err:512
alphabetize,0,3.13,1.33,0,30,1.00,5,Verb
alphanumeric,0,2.96,1.54,1,27,0.96,5,Adjective
alphanumerical,0,3.32,1.47,0,28,1.00,0,Err:512
alpine,0,3.7,1.13,2,22,0.91,65,Adjective
already,0,1.64,1.08,0,25,1.00,16246,Adverb
alright,0,1.93,1.18,1,29,0.97,4044,Adverb
also,0,1.83,1.17,2,26,0.92,10528,Adverb
altar,0,4.85,0.61,0,26,1.00,259,Noun
altar boy,1,4.56,0.97,0,27,1.00,0,Err:512
altarpiece,0,4.54,0.96,2,30,0.93,2,Noun
alter,0,3.07,1.44,0,30,1.00,244,Verb
alter ego,1,2.32,1.28,0,28,1.00,0,Err:512
alterability,0,1.88,1.14,2,28,0.93,0,Err:512
alterable,0,2.27,1.23,0,30,1.00,0,Err:512
alteration,0,3.21,1.32,0,29,1.00,36,Noun
altercation,0,3.21,1.32,0,29,1.00,37,Noun
alternate,0,2.43,1.23,0,28,1.00,180,Adjective
alternately,0,2.03,1.15,0,29,1.00,4,Adverb
alternating,0,2.48,1.23,0,25,1.00,21,Adjective
alternation,0,3,1.39,0,29,1.00,2,Noun
alternative,0,2.46,1.5,1,27,0.96,476,Noun
alternatively,0,1.92,1.23,1,27,0.96,5,Adverb
alternativeness,0,1.85,0.83,3,29,0.90,0,Err:512
alternator,0,4.27,1.04,1,27,0.96,18,Noun
although,0,1.07,0.27,0,27,1.00,2143,Conjunction
altitude,0,2.96,1.57,0,28,1.00,198,Noun
alto,0,3.37,1.01,2,29,0.93,69,Name
altogether,0,2.36,1.19,0,25,1.00,327,Adverb
altruism,0,1.5,1.19,3,25,0.88,11,Noun
altruistic,0,1.96,1.37,0,27,1.00,18,Adjective
altruistically,0,1.45,0.74,4,26,0.85,1,Adverb
alum,0,3.96,1.37,3,27,0.89,7,Noun
aluminize,0,2.52,1.34,4,27,0.85,0,Err:512
aluminum,0,4.88,0.33,0,26,1.00,115,Noun
aluminum foil,1,4.73,0.87,0,26,1.00,0,Err:512
alumni,0,3.19,1.55,0,27,1.00,89,Noun
always,0,1.71,0.9,0,28,1.00,33418,Adverb
alzheimer,0,2.53,1.57,0,30,1.00,85,Err:512
am,0,1.96,1.24,1,26,0.96,56438,Verb
amaretto,0,4.6,0.91,2,27,0.93,22,Noun
amass,0,2.28,1.34,4,29,0.86,3,Verb
amateur,0,2.31,1.35,0,26,1.00,334,Adjective
amateurish,0,1.93,1.05,0,28,1.00,19,Adjective
amateurishly,0,1.88,1.18,1,27,0.96,0,Err:512
amateurishness,0,1.8,1.22,1,26,0.96,0,Err:512
amateurism,0,1.67,1.04,0,27,1.00,1,Noun
